cache_key,label_name,confidence,prob_negative,prob_neutral,prob_positive
b959a0e607eb6c01,negative,0.985,0.985,0.0106,0.0044
0985b29e9e8220dc,positive,0.8106,0.0935,0.0959,0.8106
256da2fad0468cf8,neutral,0.9938,0.0013,0.9938,0.0049
008054464fd0760c,neutral,0.8062,0.161,0.8062,0.0328
a5e7289908922f44,neutral,0.8095,0.1118,0.8095,0.0787
06f92ff58bfb9472,positive,0.9875,0.0045,0.0079,0.9875
62ab21967b74bb35,negative,0.9888,0.9888,0.0047,0.0065
6fae8c41608d7f5f,negative,0.7454,0.7454,0.248,0.0066
1c508f62a97ac197,positive,0.9879,0.0053,0.0068,0.9879
396e13268c0a7038,positive,0.9875,0.0036,0.0089,0.9875
9df36a2c5bc1745a,positive,0.9834,0.0031,0.0135,0.9834
7ae16afe23272d97,uncertain,0.5396,0.0065,0.4539,0.5396
be247a77857e78f8,neutral,0.9871,0.003,0.9871,0.0099
ecc808ae8f1a09df,positive,0.9684,0.0069,0.0247,0.9684
d43dd36580a227d1,positive,0.9823,0.0048,0.0129,0.9823
116c7296300727d4,neutral,0.99,0.003,0.99,0.007
3c6174612bac8fde,neutral,0.79,0.1655,0.79,0.0445
aee768ae8da3dbe0,positive,0.9784,0.0047,0.0169,0.9784
81585058dda19b28,positive,0.9729,0.0052,0.0218,0.9729
cafb7a644fc6f0bf,negative,0.9856,0.9856,0.0104,0.0041
7e68b3b707a15b5e,positive,0.9864,0.0037,0.0099,0.9864
bff0ab7ff64aa2b8,negative,0.9771,0.9771,0.0123,0.0106
cfb44f8e304bca93,negative,0.9796,0.9796,0.0185,0.0019
7da55ee50b36d5b0,positive,0.9879,0.0053,0.0068,0.9879
dfa639abef3b5506,positive,0.985,0.0036,0.0114,0.985
9e0ff1cdd332e845,neutral,0.9679,0.0016,0.9679,0.0305
b6fe8d42e1d737a8,neutral,0.9907,0.0032,0.9907,0.0061
05cbadfdfe56641f,positive,0.9899,0.0035,0.0066,0.9899
1e437a03d145909c,positive,0.9851,0.003,0.0119,0.9851
c23d8916512998f8,neutral,0.9857,0.0032,0.9857,0.0111
ea014d677cb67e6a,positive,0.9822,0.0054,0.0125,0.9822
21d4f495008262af,positive,0.986,0.0043,0.0097,0.986
2275003a5da10fb5,positive,0.9883,0.0038,0.0078,0.9883
00c785b0dcab90c4,positive,0.9863,0.0047,0.009,0.9863
2f18a3818eaa7465,positive,0.9914,0.004,0.0045,0.9914
183e912d87aa182e,positive,0.9547,0.0133,0.032,0.9547
cfbda76fc00f29f1,neutral,0.9037,0.0037,0.9037,0.0926
77423c7faeb79e8d,negative,0.9945,0.9945,0.003,0.0025
c438f58324575498,positive,0.9917,0.0043,0.004,0.9917
a4dae934834c3b47,neutral,0.9684,0.0025,0.9684,0.029
20eaeaeeed62fa8a,positive,0.9733,0.0029,0.0238,0.9733
faa631324878da35,neutral,0.9872,0.0022,0.9872,0.0107
fca7189db005b26e,negative,0.9936,0.9936,0.0037,0.0027
ceb351b4f59d1308,positive,0.9877,0.0077,0.0047,0.9877
26714bcbfed86745,uncertain,0.6502,0.0191,0.6502,0.3307
95ed47278eca00e2,uncertain,0.6966,0.2736,0.0299,0.6966
33e7f914f3002f50,neutral,0.9402,0.0012,0.9402,0.0586
fd7278455ed1ac3f,positive,0.993,0.0031,0.0039,0.993
451edd66547f760c,neutral,0.9916,0.0037,0.9916,0.0047
3db2997c1cf9c7f7,neutral,0.9917,0.004,0.9917,0.0042
c7360bd569b56ed1,positive,0.9929,0.0029,0.0042,0.9929
d13d487e8a69eb4a,positive,0.9847,0.0106,0.0047,0.9847
d5ee0e9afbb2d0b6,neutral,0.9862,0.0009,0.9862,0.0128
546d6576fec21291,negative,0.9936,0.9936,0.004,0.0024
6b11655dd53b11e1,negative,0.9606,0.9606,0.0323,0.0071
17a997e2fc52426a,neutral,0.9926,0.0009,0.9926,0.0065
329e1fffa34c4109,negative,0.9699,0.9699,0.0129,0.0172
4049b9739773982f,negative,0.9676,0.9676,0.0171,0.0153
19146d898f52bee3,positive,0.9916,0.0048,0.0037,0.9916
df6420f2c3c0bf40,neutral,0.9861,0.0019,0.9861,0.012
eea84f4e23ce027b,positive,0.9924,0.004,0.0036,0.9924
17ba3ca90ecaed88,negative,0.9101,0.9101,0.0462,0.0437
fd79e73adfec2071,neutral,0.9912,0.0015,0.9912,0.0073
edfa9ec8decde1b0,positive,0.986,0.0048,0.0092,0.986
ac2efc484c898bce,neutral,0.9749,0.0013,0.9749,0.0238
15860b8ef1b80923,positive,0.991,0.0035,0.0055,0.991
8d390fc15840194b,neutral,0.9576,0.0044,0.9576,0.038
0bd50283515fcedf,neutral,0.9527,0.0015,0.9527,0.0458
75c25cd75fd5a7db,positive,0.9929,0.0033,0.0038,0.9929
20d20caf2c1a002d,neutral,0.8356,0.009,0.8356,0.1554
72d7b58f321e3ec4,negative,0.97,0.97,0.015,0.0149
ac8ec0105ee05f7a,negative,0.9147,0.9147,0.0664,0.0189
7f840c1b41b2ed9f,positive,0.9893,0.0067,0.004,0.9893
cf72397c843c104d,positive,0.993,0.0031,0.0039,0.993
c694fd67b9480771,negative,0.994,0.994,0.0037,0.0024
6d46d662d4ca2f66,positive,0.9894,0.0061,0.0045,0.9894
3294a1ceb73b4075,positive,0.8099,0.0859,0.1042,0.8099
7b3dc948d6140a21,positive,0.9915,0.0051,0.0033,0.9915
9bb877b5a3193c2a,positive,0.9891,0.0034,0.0075,0.9891
8e6a781f7e22988e,negative,0.849,0.849,0.104,0.0469
f5f0d87d6a191284,neutral,0.935,0.0312,0.935,0.0338
455dc6b8b395bba3,uncertain,0.5157,0.0092,0.4751,0.5157
d2e59d77a902eb81,positive,0.8919,0.0676,0.0405,0.8919
e4510cde5969cd62,positive,0.9907,0.0054,0.0039,0.9907
f48fa104d34a20fb,positive,0.9913,0.0049,0.0038,0.9913
3a49373ec9e94e53,positive,0.9148,0.0636,0.0216,0.9148
70128067751f561f,positive,0.9607,0.0024,0.0369,0.9607
61ef7d8fef0df5db,positive,0.8343,0.0073,0.1584,0.8343
5f5c24b2e1f7ffde,neutral,0.9885,0.0025,0.9885,0.0089
157bb8a9e52bc962,negative,0.7372,0.7372,0.2097,0.0531
307b8ff26dd6cd93,neutral,0.8485,0.0709,0.8485,0.0806
669d477afeae58d2,neutral,0.9897,0.0008,0.9897,0.0095
a55d74db2dff77ff,neutral,0.9847,0.0038,0.9847,0.0114
7665e8e2e9d8c466,neutral,0.9813,0.0112,0.9813,0.0076
42e5f83c83f23d29,neutral,0.8236,0.1082,0.8236,0.0682
28279df4855480e6,neutral,0.9334,0.0024,0.9334,0.0642
568c38f490c5a39f,positive,0.9856,0.0094,0.005,0.9856
b45d9bbc0adedc81,neutral,0.9755,0.0195,0.9755,0.005
942d6a39fea2b93f,positive,0.9858,0.0074,0.0068,0.9858
8bed32a2389efbb9,negative,0.978,0.978,0.0142,0.0078
5195a869ffbbdb2e,neutral,0.9343,0.0016,0.9343,0.0641
c865cacd5345efaf,negative,0.9912,0.9912,0.0052,0.0035
c29e7e52330cb295,uncertain,0.6387,0.324,0.6387,0.0372
2a8b0a57d0fbb580,negative,0.9819,0.9819,0.0139,0.0042
50fbd21e0ad3af16,negative,0.9189,0.9189,0.0684,0.0127
76d249534bc2bf55,neutral,0.8568,0.0086,0.8568,0.1347
329262a0f7b1613d,positive,0.9202,0.0023,0.0775,0.9202
813d2b698ec5cc4c,positive,0.8359,0.0027,0.1613,0.8359
8d7a1592c85c3d79,neutral,0.9949,0.0028,0.9949,0.0023
6bfbb42566eadc6d,neutral,0.9877,0.0008,0.9877,0.0115
9dbd8a1812118b90,uncertain,0.6278,0.6278,0.0356,0.3367
d2881bef1d726e34,positive,0.9676,0.0024,0.03,0.9676
ddef28709c7432cd,neutral,0.9924,0.0015,0.9924,0.0061
42065a5a0b635b30,negative,0.9833,0.9833,0.0128,0.0039
6fb586abe71ea6a8,uncertain,0.5701,0.0073,0.4227,0.5701
1cadf24b9e516ea8,uncertain,0.6354,0.0082,0.6354,0.3564
0112c79c4bb099c9,negative,0.9688,0.9688,0.0203,0.0109
755eebd503f69d62,neutral,0.9468,0.0064,0.9468,0.0468
960c7643612a36b0,neutral,0.9499,0.0021,0.9499,0.048
ff2db05a1ec38baf,negative,0.8911,0.8911,0.097,0.0119
e654de3ea944c51a,negative,0.7504,0.7504,0.1982,0.0514
f1626d83b501339e,negative,0.9782,0.9782,0.0179,0.0039
b24ce8e8f91ccb42,positive,0.9853,0.0056,0.0091,0.9853
f82cf94d1b561cbf,negative,0.9134,0.9134,0.0512,0.0354
26f00f7bcb8fe989,neutral,0.8304,0.027,0.8304,0.1425
b8de073b50654717,neutral,0.7847,0.0546,0.7847,0.1606
55d83380ba8a2362,neutral,0.7752,0.0053,0.7752,0.2195
26a566b041bdfe11,neutral,0.9931,0.0011,0.9931,0.0057
b87990bd0e64a4bf,negative,0.9852,0.9852,0.0116,0.0032
96ecbbdeb206143d,uncertain,0.6777,0.0452,0.6777,0.2771
a5cc5dbd66a36042,positive,0.9822,0.0048,0.013,0.9822
c56cee85c5a6a001,neutral,0.9926,0.0036,0.9926,0.0038
5d0e93fd1266ccd6,neutral,0.8151,0.1116,0.8151,0.0733
e11a418a6366c562,positive,0.9401,0.0086,0.0513,0.9401
9c85db2cbcb3bedc,uncertain,0.4663,0.4663,0.2871,0.2466
d844783a4026123d,neutral,0.9948,0.0016,0.9948,0.0036
23a4fba4c11d3d4c,positive,0.9918,0.0039,0.0043,0.9918
a639385850688223,positive,0.8361,0.007,0.1569,0.8361
e98ecff80a17975e,positive,0.7913,0.005,0.2037,0.7913
47c251e9e1adc467,positive,0.9871,0.005,0.0079,0.9871
2b5247de78caf1fa,neutral,0.9781,0.0015,0.9781,0.0204
98afbaa057174410,neutral,0.9548,0.0241,0.9548,0.0211
ee976ed411feaf35,positive,0.9052,0.0025,0.0924,0.9052
f0743666b33ffbe0,neutral,0.9736,0.0036,0.9736,0.0228
26d5b3473f97dc35,neutral,0.8345,0.131,0.8345,0.0345
362099bdb756f5c5,neutral,0.9946,0.0028,0.9946,0.0027
e03146a97fb84a49,positive,0.9926,0.0041,0.0033,0.9926
f24b42e9863cd0c3,negative,0.9931,0.9931,0.004,0.0029
aa1701ff8eab2b62,neutral,0.9904,0.0051,0.9904,0.0045
e37c8b6982f005e7,neutral,0.9932,0.0018,0.9932,0.005
32a3587bbac17605,neutral,0.9884,0.0038,0.9884,0.0078
c308d5084a5e64b1,positive,0.9936,0.0026,0.0038,0.9936
3c8e72d4791a3cbf,positive,0.9834,0.0034,0.0133,0.9834
26405c7095ecfa42,negative,0.9944,0.9944,0.0031,0.0025
6255f1c7326c2dbb,uncertain,0.5382,0.005,0.5382,0.4569
b3bc28535667e7c3,negative,0.9858,0.9858,0.0086,0.0055
ef4b317b01e27315,neutral,0.9868,0.0029,0.9868,0.0103
9e7fc8834655fe22,positive,0.8234,0.027,0.1496,0.8234
b8ef7b32091267b8,neutral,0.9951,0.0009,0.9951,0.004
6c7ebef2237b20ac,positive,0.7174,0.0061,0.2765,0.7174
67c34dd8d894a8ed,positive,0.9809,0.003,0.0161,0.9809
86c4452656ca1350,positive,0.9862,0.008,0.0058,0.9862
f74f78b5867880ca,positive,0.9918,0.0041,0.004,0.9918
a18497c846947f35,positive,0.9879,0.006,0.0062,0.9879
e10acebd2af18f4f,positive,0.9898,0.006,0.0042,0.9898
4de2dca492d78189,positive,0.9917,0.0037,0.0045,0.9917
81fce0e8da9a4546,neutral,0.9788,0.0011,0.9788,0.0201
ac7ae70acde2e0ef,positive,0.9908,0.0055,0.0037,0.9908
9031938bf8352fcd,negative,0.9516,0.9516,0.0111,0.0374
71518c362bd2f2a2,uncertain,0.6123,0.0037,0.384,0.6123
2aab598ccc67dfe2,neutral,0.7238,0.2144,0.7238,0.0618
024f45b9501347cc,neutral,0.8427,0.0024,0.8427,0.1549
6391998f5a2692db,negative,0.7916,0.7916,0.2029,0.0055
cbb4d4f59b2c7b5c,positive,0.9863,0.0036,0.0101,0.9863
2605016f43ff6e84,negative,0.8166,0.8166,0.1782,0.0052
0c503cb4b5a4c6ba,negative,0.9797,0.9797,0.0132,0.0071
700747737ca76a91,positive,0.8278,0.0093,0.163,0.8278
062dd3cd8a65bf00,neutral,0.9426,0.0018,0.9426,0.0556
c131b873e11ce106,uncertain,0.6299,0.0042,0.3659,0.6299
d0c651b24d14ca38,neutral,0.8159,0.0096,0.8159,0.1745
547faceb36602ca4,neutral,0.9416,0.0101,0.9416,0.0483
4cc47d7fc5a1ebe2,neutral,0.9907,0.0047,0.9907,0.0046
b887796df93e65dd,negative,0.8447,0.8447,0.1485,0.0068
568981a2a7f91fc8,neutral,0.9798,0.0076,0.9798,0.0126
4580154fc4369b03,negative,0.9903,0.9903,0.0062,0.0035
21af56700c20c73b,negative,0.9855,0.9855,0.0053,0.0092
a36d7c9707f8d760,neutral,0.8857,0.0054,0.8857,0.1089
bf1a51068035146f,positive,0.9907,0.0052,0.0041,0.9907
e34fee5331147167,neutral,0.9911,0.0017,0.9911,0.0072
04e0d3f91f3878f1,negative,0.979,0.979,0.011,0.01
8aeba2dd3e923cdc,positive,0.9781,0.0047,0.0172,0.9781
bc2ac003f7419554,neutral,0.8358,0.0066,0.8358,0.1576
be012f92cb3f38e6,neutral,0.9901,0.002,0.9901,0.0079
5f9516dd18123c79,negative,0.9828,0.9828,0.0066,0.0106
7459ca65169db8f7,uncertain,0.5341,0.0058,0.4601,0.5341
c75d810970ce2e3e,positive,0.9071,0.0096,0.0834,0.9071
29f74b435c86b9b9,positive,0.9848,0.0033,0.0119,0.9848
a91ce54e9c408101,positive,0.9535,0.0353,0.0112,0.9535
e7a47cf19e122716,uncertain,0.6042,0.6042,0.3827,0.0131
b874b7650c85a698,neutral,0.9937,0.0011,0.9937,0.0052
ad0c55101d627705,neutral,0.9431,0.0046,0.9431,0.0522
63969b5db5ab0fb2,positive,0.9688,0.0063,0.0249,0.9688
f3e34ce5fbe5837f,positive,0.9413,0.0094,0.0492,0.9413
caea6f317d6c1dd5,positive,0.9523,0.0063,0.0414,0.9523
12483a6f501b6809,positive,0.9868,0.0038,0.0094,0.9868
4e81f2c2a9e2115a,neutral,0.9949,0.0017,0.9949,0.0034
6836c48bbd61bc5a,neutral,0.9928,0.0011,0.9928,0.0061
194fa1cf98835612,negative,0.9729,0.9729,0.0191,0.0081
71e5aea70b99f178,negative,0.991,0.991,0.0055,0.0036
723aca12a21b5b3b,positive,0.8134,0.0057,0.1809,0.8134
e23a4d3df8d670d6,neutral,0.9848,0.0018,0.9848,0.0134
981d487af51a69e1,neutral,0.9563,0.0078,0.9563,0.0359
a8e76db431a08c82,positive,0.8867,0.01,0.1033,0.8867
37d446082100ca65,neutral,0.9523,0.0198,0.9523,0.0279
9dfa0c2e2dff68b3,uncertain,0.6748,0.2894,0.6748,0.0358
ed9bf55f2384cdf8,positive,0.9404,0.0053,0.0543,0.9404
9da85a49797e84bb,negative,0.9867,0.9867,0.0098,0.0035
7e677eb69f7e2a2d,neutral,0.9451,0.0091,0.9451,0.0458
9cb5f9e2dfce5216,neutral,0.978,0.0023,0.978,0.0197
aef2fcc99facab51,neutral,0.9843,0.0037,0.9843,0.012
0033a3f147b83a85,positive,0.9908,0.0047,0.0045,0.9908
2b17691bc0e51e51,uncertain,0.5288,0.0066,0.5288,0.4647
6697fa09c3df286c,neutral,0.9828,0.0076,0.9828,0.0096
e2fb66c947b1f47d,uncertain,0.6287,0.1093,0.6287,0.262
5978c299bc3cbe35,neutral,0.9574,0.0012,0.9574,0.0414
ff57047b73686d78,negative,0.9929,0.9929,0.0044,0.0027
0ec56bd3fb710dbd,positive,0.8507,0.0054,0.1439,0.8507
bcab369ab45ada05,negative,0.923,0.923,0.0586,0.0184
c30b99c7c9d89bdc,positive,0.9865,0.0031,0.0103,0.9865
a513e7ff13085e7e,positive,0.9849,0.0037,0.0114,0.9849
11b7c47aa4b6088b,uncertain,0.4818,0.0671,0.4818,0.4511
2abe85b2d533e5e8,uncertain,0.6802,0.0057,0.314,0.6802
2aee08b8a9fd241e,positive,0.9888,0.0045,0.0068,0.9888
252087bbd975a773,neutral,0.9117,0.04,0.9117,0.0483
4490730c31bae98c,neutral,0.9227,0.038,0.9227,0.0393
8caf7911896a29f0,neutral,0.8384,0.0103,0.8384,0.1514
f53c11abb349d8a2,positive,0.987,0.0033,0.0096,0.987
d4308940ff7b99da,neutral,0.9256,0.0335,0.9256,0.0408
9384d394606b7e85,positive,0.993,0.0032,0.0038,0.993
a6a288d47c4a8f0c,positive,0.9806,0.0044,0.015,0.9806
4ca895ad3b01a032,positive,0.9894,0.0029,0.0077,0.9894
dff13566f4a24eeb,neutral,0.7807,0.0632,0.7807,0.1561
34611534b650739e,positive,0.9925,0.0031,0.0044,0.9925
3d02863fff97a86f,neutral,0.9952,0.0013,0.9952,0.0035
b429dd4682fc74d5,uncertain,0.6328,0.0115,0.6328,0.3557
9400c266abf61f4e,negative,0.9025,0.9025,0.0283,0.0693
0601214b796f2918,negative,0.9871,0.9871,0.0109,0.002
da4ab23dfd1cebce,neutral,0.9639,0.0122,0.9639,0.0239
790015d84048d560,neutral,0.8654,0.0384,0.8654,0.0961
d9837908f708242f,neutral,0.7132,0.0164,0.7132,0.2704
ae7a943537a4dbb8,neutral,0.9797,0.0087,0.9797,0.0117
2a2d8892c8b58526,neutral,0.9932,0.0028,0.9932,0.0041
6dc0c01af9231034,neutral,0.9318,0.0306,0.9318,0.0376
3b97a4763e8aa47a,neutral,0.9474,0.0147,0.9474,0.0379
b6b4f2a6317d9ae2,neutral,0.9835,0.0065,0.9835,0.01
bfeedf04cffe8c1d,neutral,0.867,0.0654,0.867,0.0676
ade462d84704f63e,neutral,0.9517,0.0052,0.9517,0.0431
9271088c42e5b26a,neutral,0.8712,0.0153,0.8712,0.1135
5aa041d8a072e8a5,neutral,0.9914,0.0024,0.9914,0.0061
45255b239fb4326b,neutral,0.9193,0.0329,0.9193,0.0478
321035471585dd9e,neutral,0.9617,0.013,0.9617,0.0253
7a5c62c85166adcf,neutral,0.949,0.0051,0.949,0.0459
95813f477aac92ad,positive,0.8341,0.147,0.0189,0.8341
389ee686b542ab9a,neutral,0.9914,0.0024,0.9914,0.0062
2e12292b5136be60,positive,0.9694,0.0169,0.0137,0.9694
889a69d3729e11ae,neutral,0.9847,0.0021,0.9847,0.0131
8a6973583a4515ba,negative,0.9907,0.9907,0.005,0.0043
3b4a821d8fd70ea0,neutral,0.901,0.044,0.901,0.055
b34f441061d9e8ec,neutral,0.9826,0.0017,0.9826,0.0157
96d223751fb3b4ab,neutral,0.9153,0.0064,0.9153,0.0783
ac81be35416a16fb,uncertain,0.6231,0.0245,0.3525,0.6231
c2a8ce3cfc1b8e30,positive,0.989,0.0072,0.0038,0.989
7f4ca0c8972c11e5,neutral,0.9944,0.0021,0.9944,0.0035
2b4c234f52fb01fe,negative,0.9766,0.9766,0.0175,0.0059
ef5c72fe8e7e907b,uncertain,0.5121,0.0179,0.47,0.5121
7e013bc95f413e1c,negative,0.9944,0.9944,0.0033,0.0023
b59f6eb576d69fbb,positive,0.9788,0.0048,0.0164,0.9788
3ada222a8cdb61f7,neutral,0.7068,0.0028,0.7068,0.2904
a0198e4b0ebdd1f6,uncertain,0.6427,0.0153,0.6427,0.342
1caaa88093d064f6,neutral,0.9868,0.0032,0.9868,0.0101
5e96c48a24efbd69,uncertain,0.5482,0.1411,0.5482,0.3107
178ee9809b8068f8,positive,0.9922,0.0034,0.0044,0.9922
593ec8a1441a866a,neutral,0.8779,0.0102,0.8779,0.112
06b8e03f7f7a6313,neutral,0.971,0.0069,0.971,0.0221
339f729b7a6eadec,positive,0.9909,0.004,0.0051,0.9909
9792393851a12e32,negative,0.9928,0.9928,0.0043,0.0029
c9a7c92d0a90ee5f,neutral,0.852,0.0103,0.852,0.1377
723629dd582dd544,neutral,0.8286,0.0098,0.8286,0.1617
f53d40d220636e97,neutral,0.9839,0.0043,0.9839,0.0118
712b727526b29ed4,uncertain,0.6952,0.0053,0.6952,0.2995
109cbea06f6f670e,neutral,0.9944,0.0011,0.9944,0.0045
57afee9b12428190,uncertain,0.5234,0.0071,0.5234,0.4695
2608f319f49c0327,positive,0.7298,0.0034,0.2668,0.7298
e3b6041d0c46c698,neutral,0.9742,0.0061,0.9742,0.0197
eeea9f79093efb36,positive,0.8869,0.01,0.1031,0.8869
9bc7e2bf8926688a,neutral,0.8092,0.013,0.8092,0.1778
f91854b49f6a83bc,neutral,0.9595,0.0034,0.9595,0.0372
28198f44d54e1453,negative,0.9875,0.9875,0.0093,0.0032
ed8ed1f19089e13a,neutral,0.9495,0.0143,0.9495,0.0362
01503bd451f78271,neutral,0.9392,0.0331,0.9392,0.0276
88428ee26dfa33ff,positive,0.988,0.0028,0.0092,0.988
311f4019ebf3c4e8,uncertain,0.6697,0.0872,0.6697,0.2431
c2fb4fe8fd355f32,positive,0.993,0.0037,0.0033,0.993
a9629afee941d6e6,neutral,0.9923,0.0011,0.9923,0.0067
7056c8968e69ee08,positive,0.9353,0.0058,0.0589,0.9353
b03890da1bfd981f,neutral,0.9798,0.0023,0.9798,0.0179
bf4c786613f02d32,positive,0.9544,0.0094,0.0362,0.9544
036ffa5c78f69234,positive,0.862,0.0042,0.1338,0.862
65f2d7a2d20b613e,positive,0.7842,0.0075,0.2083,0.7842
7ea59f919edbe0b3,positive,0.9625,0.0071,0.0304,0.9625
842dacc81a265000,uncertain,0.5649,0.0072,0.4279,0.5649
834132eb453778d2,uncertain,0.6253,0.0038,0.3709,0.6253
a0fba477e053ab85,neutral,0.8821,0.0907,0.8821,0.0272
2bcb83447f743e91,negative,0.9866,0.9866,0.0048,0.0085
0ddb679947f6cb61,positive,0.9891,0.0045,0.0064,0.9891
d6119edf6c3f0c0b,positive,0.99,0.0044,0.0056,0.99
9b97a15ab3c349cc,neutral,0.8919,0.0256,0.8919,0.0825
ca5c0bcc3b50a782,neutral,0.9949,0.0017,0.9949,0.0034
3072fe0cf4745f81,neutral,0.9943,0.0014,0.9943,0.0043
7866d1f0ec030c53,uncertain,0.609,0.609,0.0828,0.3082
2b70c9be528278bd,negative,0.9925,0.9925,0.0038,0.0037
3024dc6d0112b12d,positive,0.8627,0.0048,0.1324,0.8627
62d620edfd123aa5,positive,0.9924,0.0044,0.0032,0.9924
7b0dcc5557237f0b,uncertain,0.6028,0.0024,0.3948,0.6028
21937d5e097d47de,positive,0.8819,0.0044,0.1138,0.8819
01c2bfcdfb838b30,neutral,0.9296,0.0198,0.9296,0.0505
b3f5e7538d37aecc,neutral,0.9937,0.0026,0.9937,0.0038
b7a5498aa6d804ad,neutral,0.9896,0.003,0.9896,0.0074
43763da120dbedb1,neutral,0.9929,0.0042,0.9929,0.0029
63a7009a8b0d1afe,neutral,0.8616,0.0126,0.8616,0.1258
2efddbe4ecf080d8,neutral,0.9628,0.0041,0.9628,0.0331
666d2505bd2fbea0,negative,0.9882,0.9882,0.0056,0.0062
93017ed972c970e9,neutral,0.8494,0.0177,0.8494,0.1329
429ded827f8c8ed4,positive,0.9862,0.0028,0.011,0.9862
0d0fc516fd17e121,uncertain,0.5946,0.0127,0.3927,0.5946
47f83b0b362ca332,positive,0.9869,0.0055,0.0076,0.9869
2ecce27e1fbd416e,positive,0.9856,0.0035,0.0109,0.9856
c82438a261ebbdab,positive,0.9886,0.0059,0.0055,0.9886
5d3570ac7a3de3a4,positive,0.9639,0.0128,0.0233,0.9639
2cead90d180a08a4,negative,0.9907,0.9907,0.0063,0.003
b71ef529eab9a84d,neutral,0.9934,0.0018,0.9934,0.0048
5a8b9c6c379e3337,uncertain,0.5456,0.5456,0.2067,0.2478
9b9c3529c3e74bfe,positive,0.9904,0.0054,0.0041,0.9904
2937ac30f795a01b,positive,0.9919,0.0043,0.0038,0.9919
708c0381704b7aaa,positive,0.9465,0.0039,0.0496,0.9465
e3f5f693b9a8c3d5,neutral,0.981,0.0038,0.981,0.0152
20ef02c1f8c17ff4,negative,0.992,0.992,0.0041,0.0039
0a1fcd8b0b341df4,positive,0.9784,0.0032,0.0184,0.9784
14ba6089921f763b,neutral,0.9934,0.0028,0.9934,0.0037
cd9dfddfe48d0d4d,negative,0.9431,0.9431,0.0165,0.0404
d97653f4bdec208a,positive,0.7904,0.0039,0.2057,0.7904
01682bcbcd7411be,neutral,0.9908,0.0011,0.9908,0.0081
90194b7d9590f5a1,positive,0.9913,0.0039,0.0048,0.9913
cbb2baf63d3b8725,positive,0.9884,0.0036,0.008,0.9884
739c4e180ffa3a31,positive,0.9855,0.008,0.0065,0.9855
5c483bdcf92c85d4,neutral,0.9248,0.0029,0.9248,0.0723
fb9bde1fa1570914,positive,0.9619,0.0067,0.0313,0.9619
07277fe44fe81364,positive,0.9897,0.0032,0.0072,0.9897
7237f2c8f67ada93,neutral,0.9801,0.0063,0.9801,0.0136
5627da121073b2f4,positive,0.983,0.0033,0.0137,0.983
5882ca25ad68ec99,negative,0.8491,0.8491,0.1133,0.0376
154f4bb66fbb33f3,neutral,0.9915,0.0013,0.9915,0.0072
c713b7bc51eb14c3,neutral,0.9352,0.0236,0.9352,0.0412
0fec0ec2f2dc458f,positive,0.9926,0.0032,0.0043,0.9926
2278cad83e1fdf84,positive,0.9556,0.0067,0.0377,0.9556
423c7bc1ac9856c9,positive,0.9914,0.0035,0.0052,0.9914
56a1eb318e17630e,neutral,0.9666,0.019,0.9666,0.0143
fd0bd0c877987b5f,uncertain,0.6886,0.0126,0.2988,0.6886
7adbd26ad6f18885,neutral,0.9341,0.0015,0.9341,0.0644
d78f9f03a19e31b8,neutral,0.9924,0.0009,0.9924,0.0067
c0197a567c8bb119,negative,0.9583,0.9583,0.0206,0.0211
933bbeafe628d1b7,neutral,0.9919,0.0029,0.9919,0.0052
b0cd102bb8b49108,negative,0.9823,0.9823,0.0134,0.0042
518b662c0ea37a07,negative,0.9772,0.9772,0.0114,0.0114
d18675f9755c9bc5,positive,0.861,0.0296,0.1094,0.861
50d2d042c60af424,positive,0.987,0.0038,0.0093,0.987
2e33b9759a05f2d1,positive,0.7923,0.0563,0.1514,0.7923
7db9bd2e1975c46a,positive,0.9938,0.0031,0.0031,0.9938
958b63a34b4c0278,neutral,0.9829,0.0055,0.9829,0.0116
c947845d82442695,uncertain,0.686,0.686,0.2739,0.0401
b71c070202a6642b,neutral,0.9888,0.0044,0.9888,0.0068
8e41f9623d2a6420,neutral,0.9864,0.0057,0.9864,0.0078
db26ec56afbc1a0f,uncertain,0.5958,0.0944,0.3098,0.5958
e77044bbfd4c383d,neutral,0.9904,0.0014,0.9904,0.0082
4c920507eed4c4eb,positive,0.9576,0.0129,0.0296,0.9576
f88168b8bf081cb7,neutral,0.9678,0.0018,0.9678,0.0303
46106a426aee2bbc,positive,0.9748,0.0069,0.0183,0.9748
200c94dc251d28aa,positive,0.991,0.0033,0.0057,0.991
5df070dd92e04080,neutral,0.9601,0.0034,0.9601,0.0365
7bfaee8d7710e848,positive,0.86,0.0091,0.1309,0.86
29b52361b4b46d88,neutral,0.9932,0.0019,0.9932,0.0049
b65c48602f4019f3,neutral,0.8833,0.015,0.8833,0.1017
54faac723b892c7d,neutral,0.8689,0.0265,0.8689,0.1046
f78d3659629796d3,neutral,0.9812,0.0019,0.9812,0.0168
da92611f26582a28,neutral,0.9563,0.0146,0.9563,0.0292
a680e1d3765bd45d,neutral,0.9188,0.009,0.9188,0.0722
4773c0206ae090a9,neutral,0.9496,0.0219,0.9496,0.0285
5c4f24af9401b2d9,neutral,0.9274,0.0155,0.9274,0.0571
403aa7f109e3627d,uncertain,0.6316,0.0166,0.3518,0.6316
cb8f8b68d6bb3578,neutral,0.8512,0.0115,0.8512,0.1374
